date,trade_code,treatment,searches,price,bookings,revenue
2025-02-21T00:00:00Z,R9,treatment,6080,1930.22,290,559763.62
2025-02-21T00:00:00Z,S3,treatment,6666,2355.29,372,876166.16
2025-02-21T00:00:00Z,S8,treatment,10305,2565.4,273,700353.6
2025-02-21T00:00:00Z,S9,treatment,10059,2742.23,378,1036562.89
2025-02-21T00:00:00Z,T4,control,4641,1871.44,174,325630.45
2025-02-21T00:00:00Z,T5,control,6774,1877.68,405,760462.32
2025-02-21T00:00:00Z,U6,control,4753,2112.96,292,616982.97
2025-02-21T00:00:00Z,U7,treatment,7051,1961.74,372,729768.17
2025-02-21T00:00:00Z,W2,treatment,5245,1942.6,340,660482.33
2025-02-21T00:00:00Z,W6,control,5398,1701.85,190,323351.65
2025-02-21T00:00:00Z,W8,control,13477,2511.12,422,1059694.18
2025-02-21T00:00:00Z,Y1,treatment,5576,2343.65,239,560132.74
2025-02-21T00:00:00Z,Y2,control,5837,2051.01,363,744517.82
2025-02-21T00:00:00Z,Y5,treatment,5101,1839.97,351,645828.76
2025-02-21T00:00:00Z,Y8,treatment,5669,2164.63,350,757622.22
2025-02-21T00:00:00Z,Z2,treatment,5477,2565.38,224,574645.44
2025-02-21T00:00:00Z,Z5,control,6011,2535.81,310,786101.38
2025-02-22T00:00:00Z,A1,control,319,1923.55,19,36547.45
2025-02-22T00:00:00Z,A6,control,256,2048.38,8,16387.06
2025-02-22T00:00:00Z,A7,treatment,541,3139.44,30,94183.11
2025-02-22T00:00:00Z,A8,control,514,2956.25,8,23650
2025-02-22T00:00:00Z,B2,treatment,1010,4784.8,35,167467.88
2025-02-22T00:00:00Z,C2,control,642,2118.55,13,27541.17
2025-02-22T00:00:00Z,C3,treatment,424,3016.95,5,15084.77
2025-02-22T00:00:00Z,C4,control,247,2415.69,11,26572.57
2025-02-22T00:00:00Z,C6,treatment,484,2812.6,13,36563.84
2025-02-22T00:00:00Z,D5,treatment,1139,4678.59,27,126322.05
2025-02-22T00:00:00Z,D9,treatment,281,1709.83,20,34196.65
2025-02-22T00:00:00Z,E0,treatment,352,1701.87,17,28931.79
2025-02-22T00:00:00Z,F0,control,268,2303.63,14,32250.87
2025-02-22T00:00:00Z,F5,control,388,2530.54,8,20244.32
2025-02-22T00:00:00Z,F6,treatment,200,1902.15,7,13315.05
2025-02-22T00:00:00Z,F7,treatment,1025,5114.07,25,127851.83
2025-02-22T00:00:00Z,F9,control,627,3553.22,18,63957.89
2025-02-22T00:00:00Z,H1,control,271,2171,20,43420.01
2025-02-22T00:00:00Z,I6,control,265,2569.93,17,43688.87
2025-02-22T00:00:00Z,I7,control,291,1898.45,11,20882.91
2025-02-22T00:00:00Z,I8,treatment,291,2040.33,11,22443.67
2025-02-22T00:00:00Z,J1,control,304,1907.4,13,24796.2
2025-02-22T00:00:00Z,J7,treatment,314,1690.58,16,27049.34
2025-02-22T00:00:00Z,K7,treatment,187,1484.61,12,17815.35
2025-02-22T00:00:00Z,K8,treatment,376,2915.86,16,46653.83
2025-02-22T00:00:00Z,L4,control,1055,4626.59,38,175810.37
2025-02-22T00:00:00Z,M5,control,788,4483.36,15,67250.35
2025-02-22T00:00:00Z,M9,control,437,3329.37,16,53269.99
2025-02-22T00:00:00Z,N9,treatment,559,3549.35,12,42592.23
2025-02-22T00:00:00Z,O0,control,945,4237.75,31,131370.25
2025-02-22T00:00:00Z,O3,control,352,2476.75,13,32197.75
2025-02-22T00:00:00Z,P0,treatment,214,1981.27,14,27737.85
2025-02-22T00:00:00Z,P1,control,374,2506.22,13,32580.84
2025-02-22T00:00:00Z,P4,treatment,602,2071.23,21,43495.78
2025-02-22T00:00:00Z,Q6,treatment,413,2385.62,22,52483.53
2025-02-22T00:00:00Z,R3,control,415,3404.33,14,47660.62
2025-02-22T00:00:00Z,R8,control,244,2002,8,16016.04
2025-02-22T00:00:00Z,R9,treatment,283,2431.76,14,34044.65
2025-02-22T00:00:00Z,S3,treatment,138,1887.34,2,3774.68
2025-02-22T00:00:00Z,S8,treatment,396,2489.78,11,27387.54
2025-02-22T00:00:00Z,S9,treatment,279,2692.96,9,24236.64
2025-02-22T00:00:00Z,T4,control,306,2300.99,13,29912.89
2025-02-22T00:00:00Z,T5,control,282,1542.76,12,18513.17
2025-02-22T00:00:00Z,U6,control,159,1750,6,10499.99
2025-02-22T00:00:00Z,U7,treatment,202,2002.61,11,22028.69
2025-02-22T00:00:00Z,W2,treatment,277,2573.79,15,38606.78
2025-02-22T00:00:00Z,W6,control,276,1465.95,8,11727.59
2025-02-22T00:00:00Z,W8,control,465,3020.92,15,45313.73
2025-02-22T00:00:00Z,Y1,treatment,265,2067.58,8,16540.62
2025-02-22T00:00:00Z,Y2,control,259,1817.65,14,25447.12
2025-02-22T00:00:00Z,Y5,treatment,295,2400.41,10,24004.12
2025-02-22T00:00:00Z,Y8,treatment,232,2582,11,28402.03
2025-02-22T00:00:00Z,Z2,treatment,255,2110.38,9,18993.4
2025-02-22T00:00:00Z,Z5,control,324,1771.15,17,30109.53
2025-02-23T00:00:00Z,A1,control,228,2112.75,2,4225.49
2025-02-23T00:00:00Z,A6,control,301,2332.25,19,44312.75
2025-02-23T00:00:00Z,A7,treatment,681,3287.88,20,65757.64
2025-02-23T00:00:00Z,A8,control,484,3754.16,19,71329.11
2025-02-23T00:00:00Z,B2,treatment,1034,4903.25,34,166710.33
2025-02-23T00:00:00Z,C2,control,442,3200.07,12,38400.8
2025-02-23T00:00:00Z,C3,treatment,496,3663.95,7,25647.68
2025-02-23T00:00:00Z,C4,control,214,2516.43,8,20131.42
2025-02-23T00:00:00Z,C6,treatment,619,3387.88,15,50818.26
2025-02-23T00:00:00Z,D5,treatment,1131,4653.01,30,139590.36
2025-02-23T00:00:00Z,D9,treatment,306,1598.77,9,14388.9
2025-02-23T00:00:00Z,E0,treatment,246,2639.79,11,29037.73
2025-02-23T00:00:00Z,F0,control,191,1930.54,15,28958.03
2025-02-23T00:00:00Z,F5,control,448,2703.82,20,54076.42
2025-02-23T00:00:00Z,F6,treatment,257,1478.8,13,19224.42
2025-02-23T00:00:00Z,F7,treatment,959,4576.62,26,118992.23
2025-02-23T00:00:00Z,F9,control,613,2566.88,22,56471.26
2025-02-23T00:00:00Z,H1,control,358,1373.23,22,30211.06
2025-02-23T00:00:00Z,I6,control,369,2059.47,14,28832.6
2025-02-23T00:00:00Z,I7,control,308,2019.17,19,38364.27
2025-02-23T00:00:00Z,I8,treatment,198,2386.62,2,4773.23
2025-02-23T00:00:00Z,J1,control,325,1488.32,21,31254.78
2025-02-23T00:00:00Z,J7,treatment,304,1971.47,12,23657.69
2025-02-23T00:00:00Z,K7,treatment,231,1821.76,13,23682.92
2025-02-23T00:00:00Z,K8,treatment,485,3260.58,14,45648.09
2025-02-23T00:00:00Z,L4,control,815,4435.67,17,75406.32
2025-02-23T00:00:00Z,M5,control,873,4421.18,18,79581.29
2025-02-23T00:00:00Z,M9,control,516,2518.04,10,25180.41
2025-02-23T00:00:00Z,N9,treatment,650,3485.16,16,55762.5
2025-02-23T00:00:00Z,O0,control,1127,4223.28,22,92912.09
2025-02-23T00:00:00Z,O3,control,326,2421.52,24,58116.4
2025-02-23T00:00:00Z,P0,treatment,383,1916.94,14,26837.1
2025-02-23T00:00:00Z,P1,control,529,2709.78,20,54195.64
2025-02-23T00:00:00Z,P4,treatment,454,3163.73,18,56947.11
2025-02-23T00:00:00Z,Q6,treatment,365,2312.82,15,34692.36
2025-02-23T00:00:00Z,R3,control,649,3040.1,26,79042.48
2025-02-23T00:00:00Z,R8,control,241,2721.44,12,32657.3
2025-02-23T00:00:00Z,R9,treatment,276,1843.06,9,16587.51
2025-02-23T00:00:00Z,S3,treatment,257,2081.38,19,39546.26
2025-02-23T00:00:00Z,S8,treatment,403,2111.4,12,25336.78
2025-02-23T00:00:00Z,S9,treatment,496,2622.67,12,31472.1
2025-02-23T00:00:00Z,T4,control,312,1920.7,14,26889.85
2025-02-23T00:00:00Z,T5,control,240,2005.11,9,18045.95
2025-02-23T00:00:00Z,U6,control,316,2488.02,17,42296.28
2025-02-23T00:00:00Z,U7,treatment,219,2336.64,10,23366.45
2025-02-23T00:00:00Z,W2,treatment,211,2072.65,11,22799.1
2025-02-23T00:00:00Z,W6,control,291,2519.38,12,30232.51
2025-02-23T00:00:00Z,W8,control,404,3240.96,16,51855.3
2025-02-23T00:00:00Z,Y1,treatment,311,2267.37,12,27208.42
2025-02-23T00:00:00Z,Y2,control,357,2582.35,17,43899.97
2025-02-23T00:00:00Z,Y5,treatment,270,2089.55,13,27164.1
2025-02-23T00:00:00Z,Y8,treatment,325,1984.68,20,39693.67
2025-02-23T00:00:00Z,Z2,treatment,264,2096.45,18,37736.02
2025-02-23T00:00:00Z,Z5,control,191,2223.78,18,40028.03
2025-02-24T00:00:00Z,A1,control,5049,2051.12,251,514831.89
2025-02-24T00:00:00Z,A6,control,6664,1555.87,238,370296.3
2025-02-24T00:00:00Z,A7,treatment,13475,3448.26,470,1620679.94
2025-02-24T00:00:00Z,A8,control,9187,2316.46,294,681038.34
2025-02-24T00:00:00Z,B2,treatment,23827,4323.56,594,2568191.7
2025-02-24T00:00:00Z,C2,control,9064,2088.77,202,421931.74
2025-02-24T00:00:00Z,C3,treatment,8024,2220.14,244,541715.09
2025-02-24T00:00:00Z,C4,control,8720,2320.6,299,693859.16
2025-02-24T00:00:00Z,C6,treatment,8782,3384.48,302,1022113.23
2025-02-24T00:00:00Z,D5,treatment,17174,3478.75,463,1610663.19
2025-02-24T00:00:00Z,D9,treatment,6379,1497.54,239,357912.23
2025-02-24T00:00:00Z,E0,treatment,3414,2257.02,151,340809.39
2025-02-24T00:00:00Z,F0,control,5291,2119.77,263,557499.89
2025-02-24T00:00:00Z,F5,control,9902,2871.72,283,812695.6
2025-02-24T00:00:00Z,F6,treatment,5707,2070.18,335,693508.66
2025-02-24T00:00:00Z,F7,treatment,16610,5925.14,455,2695938.43
2025-02-24T00:00:00Z,F9,control,8937,1897.68,284,538942.14
2025-02-24T00:00:00Z,H1,control,7360,1234.06,322,397368.14
2025-02-24T00:00:00Z,I6,control,5091,2471.66,270,667348.95
2025-02-24T00:00:00Z,I7,control,6620,1854.43,298,552620.78
2025-02-24T00:00:00Z,I8,treatment,5270,2207.53,251,554090.37
2025-02-24T00:00:00Z,J1,control,5559,1648.43,332,547278.63
2025-02-24T00:00:00Z,J7,treatment,9626,1911.95,508,971269.46
2025-02-24T00:00:00Z,K7,treatment,5776,1872.65,322,602991.88
2025-02-24T00:00:00Z,K8,treatment,9299,3724,273,1016651.9
2025-02-24T00:00:00Z,L4,control,23467,5103.89,442,2255917.99
2025-02-24T00:00:00Z,M5,control,20993,5607.78,659,3695528.79
2025-02-24T00:00:00Z,M9,control,7898,3884.72,237,920677.56
2025-02-24T00:00:00Z,N9,treatment,7378,2968.61,173,513570.18
2025-02-24T00:00:00Z,O0,control,16567,5082.12,511,2596961.07
2025-02-24T00:00:00Z,O3,control,6773,1773.08,455,806750.86
2025-02-24T00:00:00Z,P0,treatment,5847,1773.12,318,563853.42
2025-02-24T00:00:00Z,P1,control,12280,2905.61,467,1356919.45
2025-02-24T00:00:00Z,P4,treatment,10823,3201.2,278,889932.72
2025-02-24T00:00:00Z,Q6,treatment,4999,1885.68,219,412964.18
2025-02-24T00:00:00Z,R3,control,9448,3463.8,343,1188082.34
2025-02-24T00:00:00Z,R8,control,3214,2251.58,143,321975.31
2025-02-24T00:00:00Z,R9,treatment,3556,1996.61,257,513129.37
2025-02-24T00:00:00Z,S3,treatment,8484,2160.24,463,1000189.1
2025-02-24T00:00:00Z,S8,treatment,9986,3187.86,373,1189071.52
2025-02-24T00:00:00Z,S9,treatment,6629,2997.28,169,506540.01
2025-02-24T00:00:00Z,T4,control,7356,2042.89,391,798768.26
2025-02-24T00:00:00Z,T5,control,3436,2107.38,153,322429.25
2025-02-24T00:00:00Z,U6,control,7966,2049.51,449,920231.82
2025-02-24T00:00:00Z,U7,treatment,7332,2107.24,396,834468.58
2025-02-24T00:00:00Z,W2,treatment,6810,1661.07,414,687683.5
2025-02-24T00:00:00Z,W6,control,6062,2136.58,292,623882.67
2025-02-24T00:00:00Z,W8,control,8972,2012.66,215,432721.75
2025-02-24T00:00:00Z,Y1,treatment,6285,2343.01,329,770849.59
2025-02-24T00:00:00Z,Y2,control,6649,2180.03,367,800072.82
2025-02-24T00:00:00Z,Y5,treatment,4562,1996.87,157,313509.1
2025-02-24T00:00:00Z,Y8,treatment,6702,1940.72,253,491002.69
2025-02-24T00:00:00Z,Z2,treatment,4281,2093.95,263,550707.65
2025-02-24T00:00:00Z,Z5,control,6439,2337.16,295,689462.18
2025-02-25T00:00:00Z,A1,control,4782,2340.57,250,585142.38
2025-02-25T00:00:00Z,A6,control,5364,2148.98,217,466328.16
2025-02-25T00:00:00Z,A7,treatment,6013,3624.24,127,460277.95
2025-02-25T00:00:00Z,A8,control,8102,2522.86,162,408702.96
2025-02-25T00:00:00Z,B2,treatment,15028,3637.33,231,840224.33
2025-02-25T00:00:00Z,C2,control,10826,3056.15,334,1020753.46
2025-02-25T00:00:00Z,C3,treatment,7116,2259.21,211,476693.66
2025-02-25T00:00:00Z,C4,control,4410,1747.67,269,470122.76
2025-02-25T00:00:00Z,C6,treatment,12299,4188.91,415,1738395.72
2025-02-25T00:00:00Z,D5,treatment,12947,4356.56,398,1733911.51
2025-02-25T00:00:00Z,D9,treatment,5329,1844.76,319,588479.35
2025-02-25T00:00:00Z,E0,treatment,4993,2304.41,186,428620.82
2025-02-25T00:00:00Z,F0,control,3535,2461.33,129,317511.7
2025-02-25T00:00:00Z,F5,control,9129,2401.37,264,633961.27
2025-02-25T00:00:00Z,F6,treatment,5934,1788.81,179,320196.38
2025-02-25T00:00:00Z,F7,treatment,19190,4171.66,482,2010739.1
2025-02-25T00:00:00Z,F9,control,8122,2740.1,207,567200.56
2025-02-25T00:00:00Z,H1,control,5900,2354.15,354,833368.08
2025-02-25T00:00:00Z,I6,control,6389,2175.03,283,615534.78
2025-02-25T00:00:00Z,I7,control,6981,1400.28,207,289856.96
2025-02-25T00:00:00Z,I8,treatment,6884,1839.13,525,965541.59
2025-02-25T00:00:00Z,J1,control,6034,2233.7,271,605332.8
2025-02-25T00:00:00Z,J7,treatment,6623,1781.6,327,582584.62
2025-02-25T00:00:00Z,K7,treatment,6576,1949.81,309,602490.88
2025-02-25T00:00:00Z,K8,treatment,8984,2219.89,152,337423.8
2025-02-25T00:00:00Z,L4,control,20251,5780.99,389,2248806.17
2025-02-25T00:00:00Z,M5,control,21501,5326.1,600,3195660.55
2025-02-25T00:00:00Z,M9,control,8670,3514.2,259,910177.9
2025-02-25T00:00:00Z,N9,treatment,8733,3153.04,232,731505.33
2025-02-25T00:00:00Z,O0,control,20863,4989.44,542,2704276.29
2025-02-25T00:00:00Z,O3,control,4916,2161,216,466775.13
2025-02-25T00:00:00Z,P0,treatment,6739,2107.9,339,714579.63
2025-02-25T00:00:00Z,P1,control,6856,3012.57,171,515148.79
2025-02-25T00:00:00Z,P4,treatment,8962,3217.95,218,701512.33
2025-02-25T00:00:00Z,Q6,treatment,7079,2062.41,170,350609.63
2025-02-25T00:00:00Z,R3,control,7935,3184.08,281,894726.26
2025-02-25T00:00:00Z,R8,control,5055,1883.86,222,418216.74
2025-02-25T00:00:00Z,R9,treatment,5899,1581,293,463232.99
2025-02-25T00:00:00Z,S3,treatment,5985,1929.5,249,480446.73
2025-02-25T00:00:00Z,S8,treatment,7911,3491.45,220,768118.57
2025-02-25T00:00:00Z,S9,treatment,8452,2711.48,307,832425.59
2025-02-25T00:00:00Z,T4,control,6125,2034.27,326,663173.59
2025-02-25T00:00:00Z,T5,control,5829,1386.07,228,316024.66
2025-02-25T00:00:00Z,U6,control,4380,1507.5,287,432652.1
2025-02-25T00:00:00Z,U7,treatment,7706,1422.69,292,415426.42
2025-02-25T00:00:00Z,W2,treatment,4838,1829.41,182,332953.09
2025-02-25T00:00:00Z,W6,control,6543,1944.44,329,639720.1
2025-02-25T00:00:00Z,W8,control,14063,2727.17,357,973600.16
2025-02-25T00:00:00Z,Y1,treatment,5487,1639.43,259,424613.29
2025-02-25T00:00:00Z,Y2,control,5582,2013.73,260,523570.02
2025-02-25T00:00:00Z,Y5,treatment,4940,1629.37,212,345426.61
2025-02-25T00:00:00Z,Y8,treatment,4648,1652.19,246,406437.72
2025-02-25T00:00:00Z,Z2,treatment,5989,1916.02,321,615041.74
2025-02-25T00:00:00Z,Z5,control,5490,2402.82,214,514204.01
2025-02-26T00:00:00Z,A1,control,5612,2460.12,276,678992.2
2025-02-26T00:00:00Z,A6,control,3615,1571.34,215,337837.37
2025-02-26T00:00:00Z,A7,treatment,7984,3125.59,242,756392.87
2025-02-26T00:00:00Z,A8,control,9429,3229.84,241,778392.64
2025-02-26T00:00:00Z,B2,treatment,13032,4295.11,227,974990.7
2025-02-26T00:00:00Z,C2,control,7297,3073.64,233,716158.15
2025-02-26T00:00:00Z,C3,treatment,9883,3190.77,346,1104006.26
2025-02-26T00:00:00Z,C4,control,6345,2393.22,290,694032.72
2025-02-26T00:00:00Z,C6,treatment,9544,3325.1,246,817974.88
2025-02-26T00:00:00Z,D5,treatment,19659,4284.56,369,1581002.75
2025-02-26T00:00:00Z,D9,treatment,7225,2098.1,254,532918.34
2025-02-26T00:00:00Z,E0,treatment,5630,1834.65,283,519206.48
2025-02-26T00:00:00Z,F0,control,5708,2291.61,266,609569.18
2025-02-26T00:00:00Z,F5,control,9603,2924.31,343,1003037.51
2025-02-26T00:00:00Z,F6,treatment,6164,1773,322,570906.62
2025-02-26T00:00:00Z,F7,treatment,16549,4260.05,487,2074642
2025-02-26T00:00:00Z,F9,control,11355,2789.6,424,1182792.12
2025-02-26T00:00:00Z,H1,control,4992,2231.7,211,470887.88
2025-02-26T00:00:00Z,I6,control,5794,1894.77,304,576011.42
2025-02-26T00:00:00Z,I7,control,5690,2097.16,376,788530.5
2025-02-26T00:00:00Z,I8,treatment,6210,1436.92,247,354918.97
2025-02-26T00:00:00Z,J1,control,5011,1762.3,275,484632.75
2025-02-26T00:00:00Z,J7,treatment,7485,2543.36,335,852025.32
2025-02-26T00:00:00Z,K7,treatment,4906,2488.96,331,823846.01
2025-02-26T00:00:00Z,K8,treatment,10218,2774.78,373,1034991.6
2025-02-26T00:00:00Z,L4,control,13069,4072.89,395,1608791.69
2025-02-26T00:00:00Z,M5,control,14424,4162.92,493,2052317.39
2025-02-26T00:00:00Z,M9,control,9420,2006.06,240,481454.63
2025-02-26T00:00:00Z,N9,treatment,8532,2714.95,378,1026251.24
2025-02-26T00:00:00Z,O0,control,21927,5009.15,687,3441283.75
2025-02-26T00:00:00Z,O3,control,5254,1879.61,290,545087.73
2025-02-26T00:00:00Z,P0,treatment,4151,1692.67,232,392699.98
2025-02-26T00:00:00Z,P1,control,9412,3288.08,396,1302078.42
2025-02-26T00:00:00Z,P4,treatment,8553,3338.94,241,804683.91
2025-02-26T00:00:00Z,Q6,treatment,5170,2345.19,143,335361.77
2025-02-26T00:00:00Z,R3,control,6904,2595.54,227,589187.6
2025-02-26T00:00:00Z,R8,control,5853,1650.24,313,516525.28
2025-02-26T00:00:00Z,R9,treatment,6973,1767.01,569,1005428.38
2025-02-26T00:00:00Z,S3,treatment,6010,1844.92,267,492594.05
2025-02-26T00:00:00Z,S8,treatment,6925,3325.86,231,768274
2025-02-26T00:00:00Z,S9,treatment,8390,2762.37,248,685068.38
2025-02-26T00:00:00Z,T4,control,3969,1543.5,152,234612.43
2025-02-26T00:00:00Z,T5,control,4259,1898.43,238,451826.66
2025-02-26T00:00:00Z,U6,control,6025,1773.92,294,521532.26
2025-02-26T00:00:00Z,U7,treatment,6813,2272.58,374,849946.09
2025-02-26T00:00:00Z,W2,treatment,5253,2036.32,266,541660.54
2025-02-26T00:00:00Z,W6,control,4463,1961.52,223,437417.85
2025-02-26T00:00:00Z,W8,control,10923,3296.7,379,1249450.61
2025-02-26T00:00:00Z,Y1,treatment,4707,2090.24,211,441040.66
2025-02-26T00:00:00Z,Y2,control,7843,1627.04,302,491365.7
2025-02-26T00:00:00Z,Y5,treatment,6254,2383.89,275,655570.64
2025-02-26T00:00:00Z,Y8,treatment,4563,2076.6,212,440240.06
2025-02-26T00:00:00Z,Z2,treatment,4799,2344.22,231,541514.95
2025-02-26T00:00:00Z,Z5,control,4442,1905.22,253,482020.09
2025-02-27T00:00:00Z,A1,control,5812,2069.12,275,569006.73
2025-02-27T00:00:00Z,A6,control,6650,1969.06,394,775811.59
2025-02-27T00:00:00Z,A7,treatment,11097,3062.85,321,983174.19
2025-02-27T00:00:00Z,A8,control,10068,3854.72,292,1125579.03
2025-02-27T00:00:00Z,B2,treatment,16612,5235.52,555,2905715.7
2025-02-27T00:00:00Z,C2,control,9754,2972.02,272,808389.16
2025-02-27T00:00:00Z,C3,treatment,9825,2277.58,355,808540.06
2025-02-27T00:00:00Z,C4,control,6744,1749.54,372,650829.61
2025-02-27T00:00:00Z,C6,treatment,13950,2623.94,492,1290978.45
2025-02-27T00:00:00Z,D5,treatment,20147,4583.73,449,2058094.97
2025-02-27T00:00:00Z,D9,treatment,8415,2243.61,358,803214
2025-02-27T00:00:00Z,E0,treatment,4106,1793.07,205,367578.81
2025-02-27T00:00:00Z,F0,control,5854,1956.88,372,727960.14
2025-02-27T00:00:00Z,F5,control,9756,3284.42,348,1142978.79
2025-02-27T00:00:00Z,F6,treatment,5538,1899.48,195,370398.51
2025-02-27T00:00:00Z,F7,treatment,24367,4872.42,532,2592128.76
2025-02-27T00:00:00Z,F9,control,8136,3148.61,305,960326.55
2025-02-27T00:00:00Z,H1,control,5998,1563.25,342,534633.04
2025-02-27T00:00:00Z,I6,control,4119,1992.51,222,442337.53
2025-02-27T00:00:00Z,I7,control,7946,1870.29,410,766820.72
2025-02-27T00:00:00Z,I8,treatment,7926,2063.14,348,717973.08
2025-02-27T00:00:00Z,J1,control,6808,2268.52,387,877918.35
2025-02-27T00:00:00Z,J7,treatment,6853,1554.78,310,481981.18
2025-02-27T00:00:00Z,K7,treatment,5528,1851.01,302,559006.15
2025-02-27T00:00:00Z,K8,treatment,6186,3031.63,91,275878.26
2025-02-27T00:00:00Z,L4,control,16486,4784.54,445,2129121.9
2025-02-27T00:00:00Z,M5,control,18600,4213.5,576,2426974.34
2025-02-27T00:00:00Z,M9,control,8553,2270.28,262,594813.19
2025-02-27T00:00:00Z,N9,treatment,10588,3227.14,321,1035911.24
2025-02-27T00:00:00Z,O0,control,21557,4482.1,431,1931784.3
2025-02-27T00:00:00Z,O3,control,3971,2228.85,210,468058.24
2025-02-27T00:00:00Z,P0,treatment,5103,2052.43,259,531578.65
2025-02-27T00:00:00Z,P1,control,8575,3107.31,281,873154.55
2025-02-27T00:00:00Z,P4,treatment,12198,3442.56,300,1032769.32
2025-02-27T00:00:00Z,Q6,treatment,4273,1501.86,219,328907.03
2025-02-27T00:00:00Z,R3,control,8056,3084.15,254,783372.98
2025-02-27T00:00:00Z,R8,control,6390,1992.04,409,814742.59
2025-02-27T00:00:00Z,R9,treatment,6121,1315.09,271,356389.2
2025-02-27T00:00:00Z,S3,treatment,5918,1840.6,400,736238.54
2025-02-27T00:00:00Z,S8,treatment,14327,2815.59,540,1520418.3
2025-02-27T00:00:00Z,S9,treatment,12561,2490.87,451,1123381.23
2025-02-27T00:00:00Z,T4,control,7079,1759.82,350,615937.14
2025-02-27T00:00:00Z,T5,control,5755,1827.23,189,345346.07
2025-02-27T00:00:00Z,U6,control,3847,2464.94,192,473267.74
2025-02-27T00:00:00Z,U7,treatment,4579,2115.44,192,406164.31
2025-02-27T00:00:00Z,W2,treatment,4657,2163.75,233,504153.04
2025-02-27T00:00:00Z,W6,control,4182,2013.51,191,384580.02
2025-02-27T00:00:00Z,W8,control,9450,3517.06,239,840577.97
2025-02-27T00:00:00Z,Y1,treatment,6015,1964.14,406,797439.09
2025-02-27T00:00:00Z,Y2,control,7064,1656.11,398,659132.65
2025-02-27T00:00:00Z,Y5,treatment,6404,2058.95,293,603272.93
2025-02-27T00:00:00Z,Y8,treatment,6113,2255.22,257,579591.83
2025-02-27T00:00:00Z,Z2,treatment,5680,1236.35,332,410467.38
2025-02-27T00:00:00Z,Z5,control,5603,2205.34,268,591031.69
2025-02-28T00:00:00Z,A1,control,6435,2157.71,321,692626.44
2025-02-28T00:00:00Z,A6,control,6666,2049.33,373,764398.4
2025-02-28T00:00:00Z,A7,treatment,9510,3033.01,221,670295.75
2025-02-28T00:00:00Z,A8,control,9219,3473.65,295,1024726.08
2025-02-28T00:00:00Z,B2,treatment,19085,5260.13,438,2303936.5
2025-02-28T00:00:00Z,C2,control,8616,2499.28,181,452370.21
2025-02-28T00:00:00Z,C3,treatment,9409,3080.23,288,887106.51
2025-02-28T00:00:00Z,C4,control,6065,1957.84,276,540364.88
2025-02-28T00:00:00Z,C6,treatment,10518,2321.15,325,754373.69
2025-02-28T00:00:00Z,D5,treatment,19223,4099.51,424,1738190.42
2025-02-28T00:00:00Z,D9,treatment,8070,1683.99,506,852097.39
2025-02-28T00:00:00Z,E0,treatment,3697,1977.74,234,462790.79
2025-02-28T00:00:00Z,F0,control,7073,1898.4,452,858077.81
2025-02-28T00:00:00Z,F5,control,11661,3442.71,341,1173962.84
2025-02-28T00:00:00Z,F6,treatment,6595,2411.25,306,737843.07
2025-02-28T00:00:00Z,F7,treatment,16338,5284.31,510,2694996.92
2025-02-28T00:00:00Z,F9,control,9550,2655.52,333,884287.05
2025-02-28T00:00:00Z,H1,control,5155,1589.29,198,314678.94
2025-02-28T00:00:00Z,I6,control,6903,1793.32,492,882314.75
2025-02-28T00:00:00Z,I7,control,4782,2195.52,217,476427.16
2025-02-28T00:00:00Z,I8,treatment,5067,1552.33,232,360141.37
2025-02-28T00:00:00Z,J1,control,6209,1857.33,367,681640.4
2025-02-28T00:00:00Z,J7,treatment,7058,2446.33,337,824413.71
2025-02-28T00:00:00Z,K7,treatment,6198,2146.64,480,1030388.36
2025-02-28T00:00:00Z,K8,treatment,8750,3656.13,213,778755.03
2025-02-28T00:00:00Z,L4,control,18395,4809.02,438,2106350.23
2025-02-28T00:00:00Z,M5,control,16877,3174.1,355,1126806.4
2025-02-28T00:00:00Z,M9,control,9596,2199.12,343,754297.05
2025-02-28T00:00:00Z,N9,treatment,10511,3235.05,209,676125.95
2025-02-28T00:00:00Z,O0,control,16315,4402.45,313,1377966.82
2025-02-28T00:00:00Z,O3,control,6976,2081.87,326,678691
2025-02-28T00:00:00Z,P0,treatment,5062,2275.43,214,486941.57
2025-02-28T00:00:00Z,P1,control,11493,3340.22,271,905200.03
2025-02-28T00:00:00Z,P4,treatment,7774,3867.46,187,723214.95
2025-02-28T00:00:00Z,Q6,treatment,3746,1518.28,158,239889.01
2025-02-28T00:00:00Z,R3,control,9771,2633.31,223,587227.98
2025-02-28T00:00:00Z,R8,control,7334,1852.45,250,463112.27
2025-02-28T00:00:00Z,R9,treatment,5168,1945.66,274,533110.56
2025-02-28T00:00:00Z,S3,treatment,4216,1762.21,182,320722.03
2025-02-28T00:00:00Z,S8,treatment,6657,2431.75,173,420693.37
2025-02-28T00:00:00Z,S9,treatment,9062,3245.85,264,856904.21
2025-02-28T00:00:00Z,T4,control,8151,2023.89,446,902655.87
2025-02-28T00:00:00Z,T5,control,3796,1986.44,161,319817.28
2025-02-28T00:00:00Z,U6,control,6886,1970.04,284,559491.98
2025-02-28T00:00:00Z,U7,treatment,6660,2712.88,340,922378.09
2025-02-28T00:00:00Z,W2,treatment,6662,2364.06,293,692670.22
2025-02-28T00:00:00Z,W6,control,5135,1818.55,302,549202.21
